TASKID,Call Start Time,Call Duration (in seconds),Call Owner,Call Owner Id,Subject,Call Type,Call Purpose,Billable,Created Time,Modified Time,CONTACTID,ACCOUNTID,POTENTIALID,LEADID,Call Duration (in minutes),Who Id Id,What Id,SEMODULE
7000299,2021-04-12 02:03:00,240,Harold Pawlan,1006,call back the customer,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,3212,,26547,,4,,,
600080,2021-04-12 02:03:00,60,Thomas Mondrake,1009,Erwin Krisch - Call back,Outbound,Support,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
9000360,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2709,2002,0,,1,,,
1000340,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,1544,1,,,
3000340,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
4000340,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
900042,2021-04-12 02:03:00,3900,Pete Zachariah,1004,call back,Outbound,Support,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,,,24851,,65,,,
1000341,2021-04-12 02:03:00,60,Harold Pawlan,1006,Call back,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,2059,1,,,
900076,2021-04-12 02:03:00,600,Lazar Mathew,1003,us reports callback,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,10,,,
3000341,2021-04-12 02:03:00,60,Harold Pawlan,1006,Call back,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
4000341,2021-04-12 02:03:00,60,Harold Pawlan,1006,Call back,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,26221,,1,,,
500042,2021-04-12 02:03:00,3900,Pete Zachariah,1004,call back,Outbound,Support,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,65,,,
6000369,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,26000,,1,,,
700023,2021-04-12 02:03:00,3600,Santa Cruz Clara,1002,Call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2335,20,0,,60,,,
5000360,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2709,2002,0,,1,,,
100098,2021-04-12 02:03:00,300,Augustine Paul,1010,Ricardo riley wants a callback,Inbound,Prospecting,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,5,,,
300042,2021-04-12 02:03:00,3900,Pete Zachariah,1004,call back,Outbound,Support,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,65,,,
200042,2021-04-12 02:03:00,3900,Pete Zachariah,1004,call back,Outbound,Support,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,65,,,
2000340,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
2000369,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
300023,2021-04-12 02:03:00,3600,Santa Cruz Clara,1002,Call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2335,20,0,,60,,,
600056,2021-04-12 02:03:00,300,David Love,1007,Call back,Outbound,Prospecting,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,2242,1629,0,,5,,,
400080,2021-04-12 02:03:00,60,Thomas Mondrake,1009,Erwin Krisch - Call back,Outbound,Support,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
2000341,2021-04-12 02:03:00,60,Harold Pawlan,1006,Call back,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,26682,,1,,,
3000360,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2709,2002,0,,1,,,
1000042,2021-04-12 02:03:00,3900,Pete Zachariah,1004,call back,Outbound,Support,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,65,,,
8000299,2021-04-12 02:03:00,240,Harold Pawlan,1006,call back the customer,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,3212,,26547,,4,,,
10000299,2021-04-12 02:03:00,240,Harold Pawlan,1006,call back the customer,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,3212,,26547,,4,,,
10000360,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2709,2002,26096,,1,,,
7000340,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
7000369,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,24371,,1,,,
9000340,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
800023,2021-04-12 02:03:00,3600,Santa Cruz Clara,1002,Call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2335,20,0,,60,,,
7000341,2021-04-12 02:03:00,60,Harold Pawlan,1006,Call back,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
9000341,2021-04-12 02:03:00,60,Harold Pawlan,1006,Call back,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,26286,,1,,,
900080,2021-04-12 02:03:00,60,Thomas Mondrake,1009,Erwin Krisch - Call back,Outbound,Support,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,25979,,1,,,
2000299,2021-04-12 02:03:00,240,Harold Pawlan,1006,call back the customer,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,3212,,26547,,4,,,
4000299,2021-04-12 02:03:00,240,Harold Pawlan,1006,call back the customer,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,3212,,26547,,4,,,
1000299,2021-04-12 02:03:00,240,Harold Pawlan,1006,call back the customer,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,3212,,26547,,4,,,
3000299,2021-04-12 02:03:00,240,Harold Pawlan,1006,call back the customer,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,3212,,26547,,4,,,
700042,2021-04-12 02:03:00,3900,Pete Zachariah,1004,call back,Outbound,Support,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,,,26571,,65,,,
200076,2021-04-12 02:03:00,600,Lazar Mathew,1003,us reports callback,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,26682,,10,,,
8000360,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2709,2002,0,,1,,,
1000360,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2709,2002,0,,1,,,
4000369,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,26524,,1,,,
500023,2021-04-12 02:03:00,3600,Santa Cruz Clara,1002,Call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2335,20,0,,60,,,
100076,2021-04-12 02:03:00,600,Lazar Mathew,1003,us reports callback,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,10,,,
6000340,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,26811,,1,,,
700098,2021-04-12 02:03:00,300,Augustine Paul,1010,Ricardo riley wants a callback,Inbound,Prospecting,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,,,26721,,5,,,
800042,2021-04-12 02:03:00,3900,Pete Zachariah,1004,call back,Outbound,Support,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,65,,,
6000341,2021-04-12 02:03:00,60,Harold Pawlan,1006,Call back,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
5000369,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,24924,,1,,,
600023,2021-04-12 02:03:00,3600,Santa Cruz Clara,1002,Call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2335,20,0,,60,,,
9000369,2021-04-12 02:03:00,60,Harold Pawlan,1006,call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,1,,,
300098,2021-04-12 02:03:00,300,Augustine Paul,1010,Ricardo riley wants a callback,Inbound,Prospecting,Yes,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,5,,,
1000023,2021-04-12 02:03:00,3600,Santa Cruz Clara,1002,Call back,Outbound,Demo,No,2021-04-12 00:03:00,2021-10-05 00:09:00,2335,20,0,,60,,,
300076,2021-04-12 02:03:00,600,Lazar Mathew,1003,us reports callback,Outbound,Prospecting,No,2021-04-12 00:03:00,2021-10-05 00:09:00,,,,,10,,,
900051,2021-04-11 05:03:00,0,Jasmine Frank,1005,Price Quote - called and left a vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2963,,25785,,0,,,
6000303,2021-04-11 05:03:00,0,Jasmine Frank,1005,called and left vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
10000303,2021-04-11 05:03:00,0,Jasmine Frank,1005,called and left vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
8000303,2021-04-11 05:03:00,0,Jasmine Frank,1005,called and left vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
5000303,2021-04-11 05:03:00,0,Jasmine Frank,1005,called and left vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
2000303,2021-04-11 05:03:00,0,Jasmine Frank,1005,called and left vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
4000303,2021-04-11 05:03:00,0,Jasmine Frank,1005,called and left vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
1000303,2021-04-11 05:03:00,0,Jasmine Frank,1005,called and left vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,1312,0,,,
500051,2021-04-11 05:03:00,0,Jasmine Frank,1005,Price Quote - called and left a vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2963,,25785,,0,,,
3000303,2021-04-11 05:03:00,0,Jasmine Frank,1005,called and left vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
7000187,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,26758,,0,,,
5000304,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2626,,26399,,0,,,
10000304,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2626,,26399,,0,,,
7000304,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2626,,26399,,0,,,
2000304,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2626,,26399,,0,,,
4000304,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2626,,26399,,0,,,
9000304,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2626,,26399,,0,,,
6000304,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2626,,26399,,0,,,
8000304,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2626,,26399,,0,,,
1000304,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2626,,26399,,0,,,
3000304,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2626,,26399,,0,,,
7000303,2021-04-11 05:03:00,0,Jasmine Frank,1005,called and left vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
3000324,2021-04-11 05:03:00,0,Jasmine Frank,1005,"Creator questions , tried transfering to cecil and Akash , but vm.",Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2957,,27046,,0,,,
9000303,2021-04-11 05:03:00,0,Jasmine Frank,1005,called and left vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
8000187,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
1000051,2021-04-11 05:03:00,0,Jasmine Frank,1005,Price Quote - called and left a vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2963,,25785,,0,,,
7000324,2021-04-11 05:03:00,0,Jasmine Frank,1005,"Creator questions , tried transfering to cecil and Akash , but vm.",Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2957,,27046,,0,,,
6000324,2021-04-11 05:03:00,0,Jasmine Frank,1005,"Creator questions , tried transfering to cecil and Akash , but vm.",Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2957,,27046,,0,,,
700051,2021-04-11 05:03:00,0,Jasmine Frank,1005,Price Quote - called and left a vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2963,,25785,,0,,,
6000187,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
100051,2021-04-11 05:03:00,0,Jasmine Frank,1005,Price Quote - called and left a vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2963,,25785,,0,,,
800051,2021-04-11 05:03:00,0,Jasmine Frank,1005,Price Quote - called and left a vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2963,,25785,,0,,,
10000324,2021-04-11 05:03:00,0,Jasmine Frank,1005,"Creator questions , tried transfering to cecil and Akash , but vm.",Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2957,,27046,,0,,,
4000324,2021-04-11 05:03:00,0,Jasmine Frank,1005,"Creator questions , tried transfering to cecil and Akash , but vm.",Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2957,,27046,,0,,,
600051,2021-04-11 05:03:00,0,Jasmine Frank,1005,Price Quote - called and left a vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2963,,25785,,0,,,
8000324,2021-04-11 05:03:00,0,Jasmine Frank,1005,"Creator questions , tried transfering to cecil and Akash , but vm.",Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2957,,27046,,0,,,
9000324,2021-04-11 05:03:00,0,Jasmine Frank,1005,"Creator questions , tried transfering to cecil and Akash , but vm.",Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2957,,27046,,0,,,
4000187,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,26053,,0,,,
5000324,2021-04-11 05:03:00,0,Jasmine Frank,1005,"Creator questions , tried transfering to cecil and Akash , but vm.",Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2957,,27046,,0,,,
1000187,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,1832,0,,,
2000324,2021-04-11 05:03:00,0,Jasmine Frank,1005,"Creator questions , tried transfering to cecil and Akash , but vm.",Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2957,,27046,,0,,,
1000324,2021-04-11 05:03:00,0,Jasmine Frank,1005,"Creator questions , tried transfering to cecil and Akash , but vm.",Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2957,,27046,,0,,,
9000187,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,25683,,0,,,
2000187,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
3000187,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,24983,,0,,,
5000187,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
400051,2021-04-11 05:03:00,0,Jasmine Frank,1005,Price Quote - called and left a vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2963,,25785,,0,,,
10000187,2021-04-11 05:03:00,0,Jasmine Frank,1005,vm,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,,,,,0,,,
200051,2021-04-11 05:03:00,0,Jasmine Frank,1005,Price Quote - called and left a vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2963,,25785,,0,,,
300051,2021-04-11 05:03:00,0,Jasmine Frank,1005,Price Quote - called and left a vm.,Inbound,Demo,No,2021-04-11 00:03:00,2021-10-04 00:09:00,2963,,25785,,0,,,
1000244,2021-04-10 10:03:00,0,Jasmine Frank,1005,Answered her questions regarding Google Apps and forwarded the Lead to Yogesh for follow up.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,1128,0,,,
3000368,2021-04-10 10:03:00,0,Jasmine Frank,1005,spoke to her and transferred the call to support team for over write feature,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2702,477,0,,0,,,
10000368,2021-04-10 10:03:00,0,Jasmine Frank,1005,spoke to her and transferred the call to support team for over write feature,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2702,477,0,,0,,,
6000231,2021-04-10 10:03:00,0,Jasmine Frank,1005,Looking for 9 users. called her and answered her basic questions.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,1200,0,,0,,,
10000231,2021-04-10 10:03:00,0,Jasmine Frank,1005,Looking for 9 users. called her and answered her basic questions.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,1200,0,,0,,,
5000234,2021-04-10 10:03:00,0,Jasmine Frank,1005,"answered her basic questions regarding SFA , forwarded her ticket to our support team for Mobile App",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,24456,,0,,,
6000183,2021-04-10 10:03:00,0,Jasmine Frank,1005,answered her basic questions regarding feature comparison of different edition.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2587,,0,,0,,,
6000234,2021-04-10 10:03:00,0,Jasmine Frank,1005,"answered her basic questions regarding SFA , forwarded her ticket to our support team for Mobile App",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,26592,,0,,,
1000224,2021-04-10 10:03:00,0,Jasmine Frank,1005,"looking for 8-10 users at present. Called her an left  a voice message. she is looking to schedule  ",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,2092,0,,,
8000368,2021-04-10 10:03:00,0,Jasmine Frank,1005,spoke to her and transferred the call to support team for over write feature,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2702,477,0,,0,,,
2000231,2021-04-10 10:03:00,0,Jasmine Frank,1005,Looking for 9 users. called her and answered her basic questions.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,1200,0,,0,,,
1000368,2021-04-10 10:03:00,0,Jasmine Frank,1005,spoke to her and transferred the call to support team for over write feature,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2702,477,0,,0,,,
10000234,2021-04-10 10:03:00,0,Jasmine Frank,1005,"answered her basic questions regarding SFA , forwarded her ticket to our support team for Mobile App",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
4000231,2021-04-10 10:03:00,0,Jasmine Frank,1005,Looking for 9 users. called her and answered her basic questions.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,1200,0,,0,,,
2000234,2021-04-10 10:03:00,0,Jasmine Frank,1005,"answered her basic questions regarding SFA , forwarded her ticket to our support team for Mobile App",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
9000231,2021-04-10 10:03:00,0,Jasmine Frank,1005,Looking for 9 users. called her and answered her basic questions.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,1200,0,,0,,,
4000234,2021-04-10 10:03:00,0,Jasmine Frank,1005,"answered her basic questions regarding SFA , forwarded her ticket to our support team for Mobile App",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
3000244,2021-04-10 10:03:00,0,Jasmine Frank,1005,Answered her questions regarding Google Apps and forwarded the Lead to Yogesh for follow up.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
7000224,2021-04-10 10:03:00,0,Jasmine Frank,1005,"looking for 8-10 users at present. Called her an left  a voice message. she is looking to schedule  ",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
9000234,2021-04-10 10:03:00,0,Jasmine Frank,1005,"answered her basic questions regarding SFA , forwarded her ticket to our support team for Mobile App",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
3000224,2021-04-10 10:03:00,0,Jasmine Frank,1005,"looking for 8-10 users at present. Called her an left  a voice message. she is looking to schedule  ",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
8000244,2021-04-10 10:03:00,0,Jasmine Frank,1005,Answered her questions regarding Google Apps and forwarded the Lead to Yogesh for follow up.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,25614,,0,,,
1000231,2021-04-10 10:03:00,0,Jasmine Frank,1005,Looking for 9 users. called her and answered her basic questions.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,1200,0,,0,,,
8000224,2021-04-10 10:03:00,0,Jasmine Frank,1005,"looking for 8-10 users at present. Called her an left  a voice message. she is looking to schedule  ",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
6000244,2021-04-10 10:03:00,0,Jasmine Frank,1005,Answered her questions regarding Google Apps and forwarded the Lead to Yogesh for follow up.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
5000244,2021-04-10 10:03:00,0,Jasmine Frank,1005,Answered her questions regarding Google Apps and forwarded the Lead to Yogesh for follow up.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
4000183,2021-04-10 10:03:00,0,Jasmine Frank,1005,answered her basic questions regarding feature comparison of different edition.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2587,,0,,0,,,
1000234,2021-04-10 10:03:00,0,Jasmine Frank,1005,"answered her basic questions regarding SFA , forwarded her ticket to our support team for Mobile App",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,3082,0,,,
6000368,2021-04-10 10:03:00,0,Jasmine Frank,1005,spoke to her and transferred the call to support team for over write feature,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2702,477,0,,0,,,
10000244,2021-04-10 10:03:00,0,Jasmine Frank,1005,Answered her questions regarding Google Apps and forwarded the Lead to Yogesh for follow up.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,26220,,0,,,
5000224,2021-04-10 10:03:00,0,Jasmine Frank,1005,"looking for 8-10 users at present. Called her an left  a voice message. she is looking to schedule  ",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
2000368,2021-04-10 10:03:00,0,Jasmine Frank,1005,spoke to her and transferred the call to support team for over write feature,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2702,477,0,,0,,,
9000183,2021-04-10 10:03:00,0,Jasmine Frank,1005,answered her basic questions regarding feature comparison of different edition.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2587,,0,,0,,,
2000244,2021-04-10 10:03:00,0,Jasmine Frank,1005,Answered her questions regarding Google Apps and forwarded the Lead to Yogesh for follow up.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
1000183,2021-04-10 10:03:00,0,Jasmine Frank,1005,answered her basic questions regarding feature comparison of different edition.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2587,,0,,0,,,
5000183,2021-04-10 10:03:00,0,Jasmine Frank,1005,answered her basic questions regarding feature comparison of different edition.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2587,,0,,0,,,
3000183,2021-04-10 10:03:00,0,Jasmine Frank,1005,answered her basic questions regarding feature comparison of different edition.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2587,,0,,0,,,
2000183,2021-04-10 10:03:00,0,Jasmine Frank,1005,answered her basic questions regarding feature comparison of different edition.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2587,,0,,0,,,
7000368,2021-04-10 10:03:00,0,Jasmine Frank,1005,spoke to her and transferred the call to support team for over write feature,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,2702,477,0,,0,,,
7000231,2021-04-10 10:03:00,0,Jasmine Frank,1005,Looking for 9 users. called her and answered her basic questions.,Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,1200,0,,0,,,
10000224,2021-04-10 10:03:00,0,Jasmine Frank,1005,"looking for 8-10 users at present. Called her an left  a voice message. she is looking to schedule  ",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,27009,,0,,,
6000224,2021-04-10 10:03:00,0,Jasmine Frank,1005,"looking for 8-10 users at present. Called her an left  a voice message. she is looking to schedule  ",Inbound,Demo,No,2021-04-10 00:03:00,2021-10-03 00:09:00,,,,,0,,,
