LEADID,Last Name,Company,Lead Owner,Email,Mobile,Website,Industry,Lead Source,Lead Status,Created Time,CONVERTED,month_Created Time1
4373,Dell,Chess King,Augustine Paul,DellaJDell@dayrep.com,406-763-1855,WirelessSchedule.com,Communications,Cold Call,Pre Qualified,"26 Jan, 2021 00:12:00",Yes,January
4375,Fiore,Auto Palace,Jasmine Frank,HershelLFiore@rhyta.com,224-522-8070,ElectricTablet.com,Technology,Partner,Contacted,"26 Jan, 2021 00:12:00",Yes,January
4376,Escobar,Mostow Co.,Rozario Diego,MaryMEscobar@superrito.com,337-784-2225,BlinkScan.com,Service Provider,Public Relations,Junk Lead,"26 Jan, 2021 00:12:00",Yes,January
4381,Burt,Rogers Peet,Rozario Diego,CarolDBurt@cuvox.de,818-699-9392,ResidentialBuyer.com,Manufacturing,Employee Referral,Not Contacted,"26 Jan, 2021 00:12:00",Yes,January
4383,Johnson,Little Folk Shops,Santa Cruz Clara,StephanieBJohnson@fleckens.hu,239-287-2929,RankFilm.com,Service Provider,Sales Mail Alias,Contact in Future,"26 Jan, 2021 00:12:00",Yes,January
3105,Pike,Wealthy Ideas,Santa Cruz Clara,RandallDPike@armyspy.com,801-638-5686,SpaDip.com,Government/Military,Cold Call,Lost Lead,"26 Jan, 2021 00:12:00",Yes,January
4385,Lee,Envirotecture Design,Pete Zachariah,AprilWLee@superrito.com,337-340-0725,FancyApps.com,Pharma,Sales Mail Alias,Junk Lead,"26 Jan, 2021 00:12:00",Yes,January
3106,Mattison,National Tea,Harold Pawlan,RitaMMattison@fleckens.hu,320-564-0264,CamouflagePro.com,Communications,Partner,Contacted,"26 Jan, 2021 00:12:00",Yes,January
3108,Gentry,Destiny Realty Solutions,Tina Thomas,AnnabelleCGentry@gustr.com,301-614-4692,GeneBlogs.com,Financial Services,Cold Call,Pre Qualified,"26 Jan, 2021 00:12:00",Yes,January
3110,White,Gov Mart,Augustine Paul,LarryAWhite@rhyta.com,818-852-8466,BowlTeams.com,Financial Services,Advertisement,Contacted,"26 Jan, 2021 00:12:00",Yes,January
3111,Johnson,Flexus,Tina Thomas,PatriciaMJohnson@teleworm.us,812-690-9804,CloudGrade.com,Communications,Advertisement,Junk Lead,"26 Jan, 2021 00:12:00",Yes,January
3116,Davis,Computer City,Jasmine Frank,DonaldADavis@gustr.com,732-744-7431,PhysicalDelivery.com,IT Services,Sales Mail Alias,Not Contacted,"26 Jan, 2021 00:12:00",Yes,January
3118,Basil,Pro Property Maintenance,Roger Terrence,HubertSBasil@teleworm.us,410-288-4915,KansasCityVisitors.com,Pharma,External Referral,Contact in Future,"26 Jan, 2021 00:12:00",Yes,January
1840,Hemphill,Helping Hand,Lazar Mathew,MonaLHemphill@einrot.com,251-689-6445,CowboyClubs.com,Government/Military,Advertisement,Lost Lead,"26 Jan, 2021 00:12:00",Yes,January
3120,Blanchard,Big A Auto Parts,Santa Cruz Clara,TerranceTBlanchard@einrot.com,830-991-4315,AudioFail.com,Consulting,Sales Mail Alias,Junk Lead,"26 Jan, 2021 00:12:00",Yes,January
1841,Trevino,Orion,Rozario Diego,SheilaRTrevino@armyspy.com,860-638-1305,MarketRepair.com,Communications,Cold Call,Contacted,"26 Jan, 2021 00:12:00",Yes,January
1843,Loredo,Monk Home Loans,Harold Pawlan,ErnestoELoredo@cuvox.de,808-833-4145,HandDroid.com,Service Provider,External Referral,Pre Qualified,"26 Jan, 2021 00:12:00",Yes,January
1845,Moore,Sun Television and Appliances,Tina Thomas,LeonaRMoore@einrot.com,732-924-2803,AffordableSalon.com,Consulting,Public Relations,Contacted,"26 Jan, 2021 00:12:00",Yes,January
1846,Johnson,PriceRite Warehouse Club,Thomas Mondrake,CarlottaRJohnson@cuvox.de,781-455-3495,BlackjackProgram.com,Technology,Online Store,Junk Lead,"26 Jan, 2021 00:12:00",Yes,January
1851,Hand,Block Distributors,Lazar Mathew,MichaelYHand@armyspy.com,352-524-9595,InterviewWire.com,Technology,Partner,Not Contacted,"26 Jan, 2021 00:12:00",Yes,January
1853,Paige,Naugles,Jasmine Frank,DorothyRPaige@einrot.com,661-900-9400,PugMagazine.com,Pharma,Employee Referral,Contact in Future,"26 Jan, 2021 00:12:00",No,January
2109,Basham,Noodle Kidoodle,Tina Thomas,DonaldGBasham@rhyta.com,734-480-7238,ProfileWatcher.com,Pharma,Public Relations,Contact in Future,"26 Jan, 2021 00:12:00",No,January
1855,Sapp,LaBelle's,Roger Terrence,DerekKSapp@dayrep.com,989-678-4425,TextAccident.com,Pharma,Trade Show,Junk Lead,"26 Jan, 2021 00:12:00",Yes,January
2383,Harris,Music Boutique,David Love,SimoneAHarris@superrito.com,520-876-8060,MichiganSurgeons.com,Education,Cold Call,Pre Qualified,"26 Jan, 2021 00:01:00",No,January
2168,Calhoun,The White Rabbit,David Love,DennisMCalhoun@jourrapide.com,217-381-0085,TestPixel.com,Technology,Employee Referral,Contact in Future,"26 Jan, 2021 00:01:00",Yes,January
3990,Pittman,Wellby,Pete Zachariah,NancyCPittman@jourrapide.com,843-429-0785,MobileRugs.com,Communications,Partner,Pre Qualified,"25 Jan, 2021 00:12:00",Yes,January
2727,Beck,Signa Air,Augustine Paul,BrandonKBeck@einrot.com,252-322-0512,TutorTag.com,Pharma,Web Research,Lost Lead,"25 Jan, 2021 00:12:00",Yes,January
4266,Cole,Matrix Design,Rozario Diego,MaryMCole@dayrep.com,928-697-5304,SoftwareAdvertisement.com,Manufacturing,Public Relations,Contact in Future,"25 Jan, 2021 00:12:00",Yes,January
2992,McGee,Bodega Club,David Love,JavierDMcGee@armyspy.com,512-681-1382,ContactLocations.com,Financial Services,Trade Show,Contact in Future,"25 Jan, 2021 00:12:00",No,January
1720,Wang,Monlinks,Jasmine Frank,TerryDWang@jourrapide.com,812-455-6560,OvernightMedicines.com,Service Provider,Online Store,Attempted to Contact,"25 Jan, 2021 00:12:00",Yes,January
3335,Cooper,Mervyn's,Lazar Mathew,AndrewVCooper@jourrapide.com,775-751-0485,CrookedDeals.com,Manufacturing,Partner,Junk Lead,"25 Jan, 2021 00:12:00",Yes,January
3034,Vincent,Sunny's Surplus,Roger Terrence,WilliamCVincent@gustr.com,402-848-7192,PlannerPros.com,Government/Military,Public Relations,Lost Lead,"25 Jan, 2021 00:01:00",Yes,January
3533,Kinsey,Architectural Genie,Rozario Diego,JudithPKinsey@teleworm.us,973-233-8816,MicrowaveUpdate.com,Manufacturing,Online Store,Contacted,"24 Jan, 2021 00:12:00",Yes,January
3300,Evans,Budget Tapes & Records,Thomas Mondrake,StephenMEvans@gustr.com,831-678-9146,PokerIdiot.com,Manufacturing,External Referral,Attempted to Contact,"24 Jan, 2021 00:12:00",Yes,January
2110,Henry,Furrow's,Augustine Paul,AnneAHenry@jourrapide.com,323-973-2317,GreatestCD.com,Technology,Employee Referral,Contacted,"24 Jan, 2021 00:12:00",No,January
3039,Arnett,You Are Successful,Harold Pawlan,SylviaLArnett@teleworm.us,831-768-1551,BeachActivity.com,Education,Public Relations,Junk Lead,"24 Jan, 2021 00:01:00",No,January
3328,Heck,Warner Brothers Studio Store,Pete Zachariah,SamuelNHeck@rhyta.com,941-870-2749,SecondMoms.com,IT Services,Partner,Pre Qualified,"23 Jan, 2021 00:12:00",Yes,January
2075,Hardin,ManCharm,Pete Zachariah,ChinaCHardin@superrito.com,775-218-4341,DropQuote.com,Manufacturing,Employee Referral,Contacted,"23 Jan, 2021 00:12:00",Yes,January
2092,Ferraro,Sales Face,Rozario Diego,EllenBFerraro@teleworm.us,805-781-8354,SalesFace.com,IT Services,Employee Referral,Lost Lead,"23 Jan, 2021 00:12:00",Yes,January
3014,McDade,First Rate Choice,Augustine Paul,TarahGMcDade@dayrep.com,507-746-2058,AnonymousTalk.com,Pharma,External Referral,Pre Qualified,"23 Jan, 2021 00:01:00",Yes,January
4247,Sorenson,Team Electronics,Rozario Diego,DianaJSorenson@dayrep.com,518-853-5430,BillionaireLounge.com,Pharma,Employee Referral,Pre Qualified,"22 Jan, 2021 00:12:00",Yes,January
2996,Solar,ABC Markets,Tina Thomas,DesireeDSolar@einrot.com,918-803-3024,QuarterReporter.com,Financial Services,Advertisement,Contact in Future,"22 Jan, 2021 00:12:00",Yes,January
3011,Batten,Present Company,Jasmine Frank,JohnnieCBatten@armyspy.com,412-346-9846,WebSocialite.com,Consulting,Web Research,Contacted,"22 Jan, 2021 00:12:00",No,January
1735,McMahon,Sandy's,Jasmine Frank,DonnieEMcMahon@einrot.com,814-569-2549,RecruitingLocal.com,Manufacturing,Partner,Pre Qualified,"22 Jan, 2021 00:12:00",Yes,January
2052,Crowder,Tower Records,Roger Terrence,EdwardDCrowder@superrito.com,254-970-8000,LaundryAlerts.com,Government/Military,Partner,Junk Lead,"22 Jan, 2021 00:12:00",No,January
3503,Miller,Quickbiz,David Love,SadieAMiller@armyspy.com,614-647-8533,GrandHour.com,Service Provider,Cold Call,Not Contacted,"21 Jan, 2021 00:12:00",Yes,January
2736,McDaniel,Herman's World of Sporting Goods,Rozario Diego,DaleWMcDaniel@armyspy.com,541-547-7894,MatrixColors.com,IT Services,External Referral,Lost Lead,"21 Jan, 2021 00:12:00",Yes,January
3023,Dean,A.J. August Fashion Wear,Lazar Mathew,EstherJDean@superrito.com,262-593-8201,FujiLinks.com,Government/Military,Advertisement,Pre Qualified,"21 Jan, 2021 00:12:00",Yes,January
3032,Pellegrini,Muscle Factory,Tina Thomas,StaceyRPellegrini@armyspy.com,716-566-3386,WholesaleAccounts.com,Financial Services,Partner,Pre Qualified,"21 Jan, 2021 00:12:00",Yes,January
2268,Elkins,Red Fox Tavern,Thomas Mondrake,JeffreyJElkins@armyspy.com,951-325-4100,ReservationNews.com,Education,Sales Mail Alias,Contacted,"21 Jan, 2021 00:12:00",Yes,January
2072,Murphy,Ransohoffs,Lazar Mathew,LindaGMurphy@einrot.com,720-874-9870,WireTransaction.com,Communications,Cold Call,Pre Qualified,"21 Jan, 2021 00:12:00",No,January
2107,Sam,Avant Garde Interior Designs,Thomas Mondrake,LouisMSam@dayrep.com,856-207-1365,FatFares.com,Financial Services,Cold Call,Attempted to Contact,"21 Jan, 2021 00:12:00",No,January
3431,Easter,Security Sporting Goods,David Love,LolaSEaster@teleworm.us,865-383-5393,RoyalLives.com,Consulting,Employee Referral,Not Contacted,"21 Jan, 2021 00:01:00",Yes,January
3433,Hildreth,Gart Sports,Jasmine Frank,LeeBHildreth@gustr.com,870-828-7816,NastyThought.com,Manufacturing,Employee Referral,Contact in Future,"21 Jan, 2021 00:01:00",Yes,January
2716,Mullins,Super Saver Foods,Roger Terrence,JamesJMullins@gustr.com,850-265-3752,DoctorIL.com,Financial Services,Cold Call,Pre Qualified,"20 Jan, 2021 00:12:00",Yes,January
1727,Faulk,Elm Farm,Roger Terrence,EdwardFFaulk@teleworm.us,907-257-1330,PodPark.com,Financial Services,Partner,Contact in Future,"20 Jan, 2021 00:12:00",Yes,January
3318,Weaver,MacMarr Stores,Augustine Paul,CindiJWeaver@cuvox.de,818-816-9181,LinkValuation.com,Education,Public Relations,Attempted to Contact,"20 Jan, 2021 00:12:00",No,January
4002,Simonsen,Express Merchant Service,Santa Cruz Clara,StacyASimonsen@dayrep.com,508-592-4583,OpenWeddings.com,Consulting,External Referral,Contacted,"19 Jan, 2021 00:12:00",Yes,January
3027,Wilson,Buck Alley Lumber,Tina Thomas,MargaretAWilson@dayrep.com,417-279-6190,SeniorPackages.com,IT Services,Advertisement,Pre Qualified,"19 Jan, 2021 00:12:00",Yes,January
3029,Conklin,Nan Duskin,David Love,CarlPConklin@jourrapide.com,559-718-1467,MacroCodes.com,Service Provider,Web Research,Contacted,"18 Jan, 2021 00:12:00",Yes,January
2046,Hall,Schaak Electronics,Lazar Mathew,LynnSHall@gustr.com,386-679-8470,AdDates.com,Technology,Cold Call,Contact in Future,"18 Jan, 2021 00:12:00",Yes,January
4388,Blackwood,Golf Augusta Pro Shops,Thomas Mondrake,SharonMBlackwood@gustr.com,707-570-2399,GasSpecialists.com,Service Provider,Cold Call,Contact in Future,"18 Jan, 2021 00:12:00",Yes,January
3123,Hartsfield,Ole's,Augustine Paul,JorgeEHartsfield@dayrep.com,347-493-0445,EternalVitamin.com,Financial Services,Advertisement,Contact in Future,"18 Jan, 2021 00:12:00",Yes,January
1858,Randell,Wealth Zone Group,Jasmine Frank,NancyARandell@gustr.com,201-336-4953,WineJacket.com,Manufacturing,Public Relations,Contact in Future,"18 Jan, 2021 00:12:00",Yes,January
3664,McDole,A+ Electronics,Roger Terrence,CourtneyWMcDole@armyspy.com,920-556-6105,PopMoves.com,Education,Employee Referral,Junk Lead,"18 Jan, 2021 00:12:00",Yes,January
2399,Rivers,Movie Gallery,Augustine Paul,OtisYRivers@jourrapide.com,219-205-7719,BroadcastRealtime.com,Financial Services,Sales Mail Alias,Junk Lead,"18 Jan, 2021 00:12:00",Yes,January
3038,Sullivan,Awthentikz,Lazar Mathew,LisaCSullivan@rhyta.com,757-659-5536,ConfidentialJournal.com,Communications,Trade Show,Contacted,"17 Jan, 2021 00:01:00",Yes,January
2135,Peace,MagnaSolution,Roger Terrence,AlbertRPeace@armyspy.com,731-784-2026,GamingFlex.com,Pharma,Public Relations,Pre Qualified,"17 Jan, 2021 00:01:00",Yes,January
4253,Morgan,Universo Realtors,Jasmine Frank,DorothyAMorgan@rhyta.com,254-804-8258,PlayerSwap.com,Financial Services,Online Store,Lost Lead,"16 Jan, 2021 00:12:00",Yes,January
2267,Brown,Zephyr Investments,Augustine Paul,LarryKBrown@armyspy.com,507-338-7302,DentistProfiles.com,Manufacturing,Employee Referral,Lost Lead,"16 Jan, 2021 00:12:00",Yes,January
4392,Nichols,Beefsteak Charlie's,Lazar Mathew,TamaraENichols@teleworm.us,925-400-5188,MiniDroid.com,Communications,Partner,Contact in Future,"13 Jan, 2021 00:11:00",Yes,January
3127,Hill,Specific Appraisals,Augustine Paul,TheresaWHill@cuvox.de,760-818-0337,WindRating.com,Manufacturing,Sales Mail Alias,Contact in Future,"13 Jan, 2021 00:11:00",Yes,January
1862,Arnold,Magna Gases,Thomas Mondrake,LouisRArnold@jourrapide.com,740-421-9059,MoldWatch.com,Communications,External Referral,Contact in Future,"13 Jan, 2021 00:11:00",No,January
1731,Pettigrew,Bodega Club,Pete Zachariah,CarlaEPettigrew@gustr.com,856-416-5617,USFirm.com,IT Services,Online Store,Contact in Future,"12 Jan, 2021 00:12:00",Yes,January
4394,Kent,Play Town,Lazar Mathew,JamesMKent@cuvox.de,513-738-2961,LipLotion.com,IT Services,Partner,Junk Lead,"12 Jan, 2021 00:11:00",Yes,January
4395,Baro,Integra Wealth Planners,Roger Terrence,JillHBaro@einrot.com,703-920-1851,uScrape.com,Education,Advertisement,Attempted to Contact,"12 Jan, 2021 00:11:00",Yes,January
4397,Latimer,Macroserve,Jasmine Frank,BarbaraCLatimer@rhyta.com,301-486-5491,ScholarResearch.com,Technology,Web Research,Contact in Future,"12 Jan, 2021 00:11:00",Yes,January
4398,Kelley,Vibrant Man,Santa Cruz Clara,GlendaHKelley@armyspy.com,570-376-3380,OInformation.com,Education,Online Store,Lost Lead,"12 Jan, 2021 00:11:00",Yes,January
4400,Stewart,One-Up Realty,Rozario Diego,DevonaTStewart@cuvox.de,573-496-9827,NicMasters.com,Consulting,Trade Show,Pre Qualified,"12 Jan, 2021 00:11:00",Yes,January
4401,Waterhouse,Acuserv,Lazar Mathew,BobbiJWaterhouse@fleckens.hu,217-359-6016,BoutiqueOwners.com,Government/Military,Advertisement,Contact in Future,"12 Jan, 2021 00:11:00",Yes,January
3129,Delacruz,Gas Legion,Rozario Diego,TimothyBDelacruz@dayrep.com,301-428-9810,FindSignal.com,Financial Services,Employee Referral,Junk Lead,"12 Jan, 2021 00:11:00",Yes,January
3130,Hollis,Big Star Markets,Jasmine Frank,ByronAHollis@gustr.com,972-452-8709,CardPacket.com,Communications,Cold Call,Attempted to Contact,"12 Jan, 2021 00:11:00",Yes,January
3132,Watts,Simply Appraisals,Santa Cruz Clara,LenaLWatts@einrot.com,660-477-3939,AntiHot.com,Consulting,Web Research,Contact in Future,"12 Jan, 2021 00:11:00",No,January
3133,Giroux,Keeney's,David Love,CraigJGiroux@cuvox.de,774-593-0188,FriendFail.com,Service Provider,Employee Referral,Lost Lead,"12 Jan, 2021 00:11:00",Yes,January
3135,Fite,Briazz,Harold Pawlan,BruceCFite@superrito.com,309-236-6953,HybridShops.com,Technology,Advertisement,Pre Qualified,"12 Jan, 2021 00:11:00",Yes,January
3136,Pick,Janeville,Roger Terrence,KatherineRPick@rhyta.com,508-683-9747,GeoSpecials.com,IT Services,Partner,Contact in Future,"12 Jan, 2021 00:11:00",Yes,January
1864,Bullock,Saturday Matinee,Augustine Paul,LydiaLBullock@dayrep.com,610-784-7498,CardSheet.com,Manufacturing,Sales Mail Alias,Junk Lead,"12 Jan, 2021 00:11:00",Yes,January
1865,Payne,Netcom Business Services,Harold Pawlan,PatsyMPayne@cuvox.de,707-701-8306,MobileRugs.com,Pharma,Web Research,Attempted to Contact,"12 Jan, 2021 00:11:00",Yes,January
1867,Green,Widdmann,Jasmine Frank,LuellaJGreen@cuvox.de,707-243-0476,ModelChaser.com,IT Services,Partner,Contact in Future,"12 Jan, 2021 00:11:00",Yes,January
1868,Coats,Weenie Beenie,Lazar Mathew,RobertECoats@superrito.com,786-375-3040,DictionarySearches.com,Pharma,Cold Call,Lost Lead,"12 Jan, 2021 00:11:00",Yes,January
1870,Burton,Rainbow Life,David Love,MarkLBurton@jourrapide.com,781-823-2231,ResearchRankings.com,Government/Military,Employee Referral,Pre Qualified,"12 Jan, 2021 00:11:00",Yes,January
1871,Young,Personal & Corporate Design,David Love,AnneWYoung@rhyta.com,817-678-8015,PunkInfo.com,Communications,Trade Show,Contact in Future,"12 Jan, 2021 00:11:00",Yes,January
4404,Lewis,Unity Stationers,Tina Thomas,AndrewLLewis@cuvox.de,860-759-2494,IdolWinner.com,Financial Services,Cold Call,Attempted to Contact,"11 Jan, 2021 00:11:00",Yes,January
4407,Burrows,Future Bright,Augustine Paul,MieshaHBurrows@dayrep.com,201-235-9728,LeftVoice.com,Government/Military,Cold Call,Lost Lead,"11 Jan, 2021 00:11:00",Yes,January
4408,Darbonne,Bresler's Ice Cream,Jasmine Frank,KariRDarbonne@jourrapide.com,618-297-3121,GreenShreveport.com,Financial Services,Cold Call,Contacted,"11 Jan, 2021 00:11:00",Yes,January
3139,Gross,K's Merchandise,Lazar Mathew,JoanEGross@einrot.com,337-286-2430,AromatherapyJobs.com,Consulting,Cold Call,Attempted to Contact,"11 Jan, 2021 00:11:00",Yes,January
3142,Clark,Crown Books,Jasmine Frank,AliaJClark@gustr.com,918-730-3911,ToyCasa.com,Service Provider,Sales Mail Alias,Lost Lead,"11 Jan, 2021 00:11:00",Yes,January
3143,Oates,Mr. Steak,Roger Terrence,NancyJOates@dayrep.com,606-594-0160,SpainRates.com,Manufacturing,Public Relations,Contacted,"11 Jan, 2021 00:11:00",Yes,January
1874,Key,Carter's Foods,Harold Pawlan,NancyTKey@superrito.com,931-668-5814,PorkMart.com,Education,Employee Referral,Attempted to Contact,"11 Jan, 2021 00:11:00",Yes,January
1877,Guyton,Xray Eye & Vision Clinics,Rozario Diego,DoraJGuyton@gustr.com,262-560-4977,ProgramWare.com,Communications,Public Relations,Lost Lead,"11 Jan, 2021 00:11:00",Yes,January
1878,Gemmill,Team Uno,Thomas Mondrake,BrianIGemmill@superrito.com,212-229-3901,GreatestPC.com,Communications,Online Store,Contacted,"11 Jan, 2021 00:11:00",Yes,January
3000,Estes,Strategic Profit,Lazar Mathew,WmCEstes@fleckens.hu,909-557-6818,CashTravels.com,Communications,Cold Call,Pre Qualified,"09 Jan, 2021 00:12:00",Yes,January
4410,Perkins,White Coffee Pot,Harold Pawlan,WesleyPPerkins@cuvox.de,937-619-9288,iTrickOrTreat.com,Technology,Public Relations,Contact in Future,"29 Dec, 2020 00:11:00",Yes,December
3145,Phillips,Garden Guru,David Love,WilliamAPhillips@einrot.com,301-866-1076,WeatherPlanners.com,Communications,Employee Referral,Contact in Future,"29 Dec, 2020 00:11:00",Yes,December
1880,Pratt,Weathervane,Roger Terrence,MargaretBPratt@teleworm.us,989-553-0133,TravelOdds.com,Technology,Web Research,Contact in Future,"29 Dec, 2020 00:11:00",Yes,December
4805,Bates,Sunflower Market,David Love,JosephBBates@rhyta.com,212-821-3416,BetaBros.com,IT Services,Trade Show,Contact in Future,"28 Dec, 2020 00:11:00",Yes,December
4806,Salazar,Glicks Furniture,Lazar Mathew,RobertMSalazar@armyspy.com,762-555-7124,RadioActor.com,Service Provider,External Referral,Lost Lead,"28 Dec, 2020 00:11:00",Yes,December
3540,Bennett,Olympic Sports,David Love,ZacharySBennett@fleckens.hu,513-308-7681,ConventionTips.com,Communications,Web Research,Contact in Future,"28 Dec, 2020 00:11:00",Yes,December
3541,Sadler,Sandy's,Santa Cruz Clara,DorisGSadler@gustr.com,928-337-1996,ArmCover.com,Government/Military,Web Research,Lost Lead,"28 Dec, 2020 00:11:00",Yes,December
2275,Sosa,Highland Appliance,Roger Terrence,GabrielTSosa@teleworm.us,701-548-2120,SearchSpecs.com,Pharma,Cold Call,Contact in Future,"28 Dec, 2020 00:11:00",Yes,December
2276,Estrada,Farrell's Ice Cream Parlour,David Love,KimberlyHEstrada@armyspy.com,773-832-4497,RenewTags.com,Government/Military,Trade Show,Lost Lead,"28 Dec, 2020 00:11:00",Yes,December
4437,Vigil,Express Merchant Service,Jasmine Frank,MattieSVigil@dayrep.com,386-438-1367,LostReviews.com,Consulting,Web Research,Contact in Future,"28 Dec, 2020 00:11:00",Yes,December
4439,Williams,Jewel Mart,Lazar Mathew,JuneRWilliams@dayrep.com,717-569-3526,DiscTower.com,Education,Partner,Junk Lead,"28 Dec, 2020 00:11:00",Yes,December
4440,Castillo,STM Auto Parts,Jasmine Frank,DonaldNCastillo@superrito.com,509-629-4975,TanningMethods.com,Communications,External Referral,Pre Qualified,"28 Dec, 2020 00:11:00",Yes,December
4442,Holmgren,White Coffee Pot,Thomas Mondrake,HelenDHolmgren@rhyta.com,608-629-1094,ClubCoed.com,IT Services,Advertisement,Lost Lead,"28 Dec, 2020 00:11:00",Yes,December
3172,Ridenour,J. K. Gill Company,Santa Cruz Clara,RodneyARidenour@einrot.com,662-624-8413,WeirdApps.com,Financial Services,Public Relations,Contact in Future,"28 Dec, 2020 00:11:00",Yes,December
3174,Richards,Chargepal,Pete Zachariah,MylesJRichards@einrot.com,435-384-2650,DotOffers.com,Technology,Web Research,Junk Lead,"28 Dec, 2020 00:11:00",Yes,December
3175,Hubbs,Rainbow Records,Lazar Mathew,MoisesBHubbs@cuvox.de,724-853-6469,RockyStore.com,Pharma,Employee Referral,Pre Qualified,"28 Dec, 2020 00:11:00",No,December
3177,Miller,System Star Solutions,Harold Pawlan,RicardoSMiller@gustr.com,724-822-4239,SiliconSchools.com,Service Provider,Trade Show,Lost Lead,"28 Dec, 2020 00:11:00",Yes,December
1907,Delk,Mars Music,Thomas Mondrake,BrentMDelk@teleworm.us,717-524-3125,HDTVinsiders.com,Government/Military,Web Research,Contact in Future,"28 Dec, 2020 00:11:00",Yes,December
1909,Hernandez,Murray's Discount Auto Stores,Santa Cruz Clara,SandraAHernandez@einrot.com,407-447-7325,VoiceSeek.com,IT Services,Advertisement,Junk Lead,"28 Dec, 2020 00:11:00",Yes,December
1910,Ingram,Ruehl No. 925,Roger Terrence,CoryRIngram@dayrep.com,781-698-8723,TennisCampus.com,Consulting,Employee Referral,Pre Qualified,"28 Dec, 2020 00:11:00",Yes,December
1912,Bemis,BASCO,Lazar Mathew,EthelRBemis@cuvox.de,815-501-7747,DriveLong.com,Financial Services,External Referral,Lost Lead,"28 Dec, 2020 00:11:00",Yes,December
4443,Fernandez,The White Rabbit,Thomas Mondrake,DebraRFernandez@teleworm.us,713-680-4135,DualMotorcycle.com,Financial Services,Sales Mail Alias,Contacted,"26 Dec, 2020 00:11:00",Yes,December
4444,Lake,Ejecta,Harold Pawlan,ShawnNLake@einrot.com,412-625-1322,DocumentDashboard.com,Consulting,Employee Referral,Not Contacted,"26 Dec, 2020 00:11:00",Yes,December
4447,Trinh,Plan Smart,David Love,JamesETrinh@cuvox.de,903-429-2117,NameDisc.com,Technology,Public Relations,Contacted,"26 Dec, 2020 00:11:00",Yes,December
4453,Higgins,National Shirt Shop,Jasmine Frank,BonnieLHiggins@teleworm.us,646-805-7866,PurpleBikes.com,Manufacturing,Web Research,Not Contacted,"26 Dec, 2020 00:11:00",Yes,December
4454,Torres,Anthony's,Tina Thomas,AndreaWTorres@jourrapide.com,808-532-3318,RomanceBar.com,Financial Services,Employee Referral,Pre Qualified,"26 Dec, 2020 00:11:00",Yes,December
3178,West,Magna Architectural Design,Roger Terrence,JeffreyCWest@cuvox.de,419-852-1290,BodFood.com,Financial Services,Web Research,Contacted,"26 Dec, 2020 00:11:00",Yes,December
3179,Kirsch,American Appliance,Santa Cruz Clara,LuanneDKirsch@superrito.com,508-244-2938,GetTronics.com,Government/Military,Employee Referral,Not Contacted,"26 Dec, 2020 00:11:00",Yes,December
3182,Brooks,LaBelle's,Tina Thomas,GenevieveRBrooks@jourrapide.com,408-312-6229,PopBooth.com,Government/Military,External Referral,Contacted,"26 Dec, 2020 00:11:00",Yes,December
3188,Thompson,Vibrant Man,David Love,RosalvaTThompson@fleckens.hu,573-295-7212,ToyInspections.com,Technology,Online Store,Not Contacted,"26 Dec, 2020 00:11:00",Yes,December
3189,McCullough,Thrift Auto Parts,Santa Cruz Clara,MichaelBMcCullough@superrito.com,334-244-3788,ABCExam.com,Financial Services,Employee Referral,Pre Qualified,"26 Dec, 2020 00:11:00",No,December
1913,Barlow,Custom Sound,Thomas Mondrake,KennethGBarlow@gustr.com,240-349-6861,ShaggyFurniture.com,Technology,Cold Call,Contacted,"26 Dec, 2020 00:11:00",Yes,December
1914,Porter,On Cue,Harold Pawlan,JohnnyGPorter@gustr.com,906-202-9108,GetEvidence.com,Service Provider,Advertisement,Not Contacted,"26 Dec, 2020 00:11:00",Yes,December
1917,Santos,Wholesale Club Inc.,Roger Terrence,BeverleyKSantos@einrot.com,214-610-6252,GlobalMixed.com,Technology,Advertisement,Contacted,"26 Dec, 2020 00:11:00",Yes,December
1923,Delarosa,Listen Up,Rozario Diego,ChristinaPDelarosa@dayrep.com,239-229-2997,WirelessShock.com,Consulting,Public Relations,Not Contacted,"26 Dec, 2020 00:11:00",Yes,December
1924,Ware,Life's Gold,Tina Thomas,HeatherAWare@superrito.com,630-839-9702,DCHeadlines.com,Education,Advertisement,Pre Qualified,"26 Dec, 2020 00:11:00",Yes,December
4455,Dostal,Bombay Company,Augustine Paul,WilliamCDostal@cuvox.de,479-246-5352,TurfRepairs.com,Consulting,Advertisement,Contact in Future,"16 Dec, 2020 00:11:00",Yes,December
3190,Kelly,McMahan's Furniture,Tina Thomas,SuzanneJKelly@gustr.com,650-686-3462,ArmySpy.com,Manufacturing,Public Relations,Contact in Future,"16 Dec, 2020 00:11:00",Yes,December
1925,Rood,Standard Food,David Love,RachelHRood@einrot.com,415-542-2326,InformationDoor.com,Education,Advertisement,Contact in Future,"16 Dec, 2020 00:11:00",Yes,December
4646,Moore,Practi-Plan,Jasmine Frank,DebbieAMoore@gustr.com,404-437-1685,ProgramWare.com,Government/Military,Advertisement,Attempted to Contact,"14 Dec, 2020 00:10:00",Yes,December
4647,Holmes,Laughner's Cafeteria,Harold Pawlan,DonaldMHolmes@cuvox.de,859-588-5910,FindingEternity.com,Communications,Employee Referral,Pre Qualified,"14 Dec, 2020 00:10:00",Yes,December
